Suspicious Transactions Report - Denmark - 5/11/2025 12:10:47 AM
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2013
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 1/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 2/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: -3372.70, Date: 6/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: -3372.70, Date: 12/12/2014
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 1/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 2/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: -3372.70, Date: 6/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: -3372.70, Date: 12/12/2015
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 1/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 2/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: -4500.00, Date: 12/13/2016
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 1/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 2/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 9/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 10/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 11/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 12/12/2017
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 1/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 2/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 3/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 4/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 5/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 30354.00, Date: 6/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: -3500.00, Date: 6/15/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 7/12/2018
CustomerName: Aagesen Markus, AccountId: 1541503271, TransactionId: 0, Amount: 20236.00, Date: 8/12/2018
